818;1;3;3;1;1;1
819;2;2;4;3;1;1
821;1;2;4;1;4;1
835;1;4;4;1;2;1
844;1;2;2;1;1;1
852;0;4;4;2;2;1
853;1;2;3;1;2;1
858;1;4;3;3;2;1
870;1;4;4;1;4;1
884;1;4;4;3;1;1
893;1;2;2;3;1;1
895;0;4;3;3;1;1
896;1;2;4;1;2;1
902;1;4;3;1;2;1
921;0;2;4;3;2;1
922;2;2;3;2;1;1
924;1;2;4;3;3;1
927;2;4;4;1;2;1
928;1;2;2;2;1;1
932;1;2;3;2;3;1
936;1;4;4;3;2;1
943;1;2;3;1;1;1
965;1;2;4;3;2;1
983;1;4;3;1;2;1
985;1;2;3;3;4;1
1000;1;4;4;3;3;1
1001;0;3;3;1;3;1
1012;1;4;4;1;4;1
1015;0;4;4;2;1;1
1034;1;4;1;1;1;1
1035;0;4;3;1;3;1
1036;1;2;4;1;2;1
1040;1;3;4;4;3;1
1043;1;2;4;1;4;1
1048;1;4;4;1;2;1
1053;1;2;3;1;3;1
1061;1;2;2;1;3;1
1062;2;2;4;2;1;1
1064;2;4;4;1;1;1
1067;1;2;3;3;2;1
1068;1;4;4;3;2;1
1070;1;2;4;1;3;1
1074;1;2;4;1;4;1
1076;1;2;4;3;4;1
1078;1;2;3;3;2;1
1083;1;4;4;1;2;1
1087;1;2;3;1;1;1
1118;1;2;3;3;4;1
1130;1;2;4;1;3;1
1135;0;2;4;3;4;1
1137;1;2;4;1;1;1
1158;1;2;2;1;3;1
1159;1;2;3;3;1;1
1163;1;4;3;1;2;1
1165;1;2;3;1;4;1
1171;0;4;4;1;2;1
1172;1;4;4;1;2;1
1176;2;4;4;1;4;1
1177;2;2;4;1;2;1
1183;1;2;3;1;3;1
1189;1;2;2;3;1;1
1194;1;2;2;1;1;1
1195;1;3;3;1;2;1
1204;0;3;3;3;3;1
1218;1;2;3;3;1;1
1224;1;4;4;3;1;1
1225;1;2;4;1;1;1
1226;0;2;4;1;1;1
1231;1;3;4;1;2;1
1234;1;2;2;1;1;1
1239;2;2;3;3;4;1
1240;1;2;3;1;2;1
1272;1;4;4;1;2;1
1278;1;2;4;1;4;1
1295;0;2;3;1;3;1
1305;1;2;4;1;2;1
1313;1;2;4;3;3;1
1316;1;2;3;1;3;1
1318;1;2;3;2;4;1
1321;1;4;3;3;2;1
1322;1;2;4;1;4;1
1331;1;4;4;1;2;1
1345;2;4;4;2;4;1
1349;0;2;4;3;1;1
1350;2;2;4;1;2;1
1351;1;4;3;3;1;1
1352;1;3;4;1;1;1
1364;0;3;2;1;2;1
1371;1;2;4;1;1;1
1380;0;2;3;1;4;1
1392;1;2;2;1;1;1
1400;1;2;4;2;1;1
1403;1;2;3;1;1;1
1415;2;4;3;3;1;1
1418;2;2;4;3;2;1
1423;1;2;3;1;1;1
1424;0;2;4;1;2;1
1425;1;2;2;3;2;1
1427;1;2;4;1;3;1
1428;1;3;3;3;1;1
1432;1;4;3;1;3;1
1437;1;2;3;3;2;1
1444;1;2;3;3;2;1
1451;0;4;3;1;1;1
1455;1;2;3;1;3;1
1456;1;4;3;1;1;1
1458;1;2;3;1;3;1
1460;1;4;4;3;2;1
1469;1;2;4;4;1;1
1485;1;4;3;2;2;1
1487;1;2;3;1;1;1
1499;0;2;3;2;1;1
1507;1;4;3;1;1;1
1510;1;4;4;1;4;1
1514;2;4;4;1;2;1
1515;2;4;4;1;1;1
1518;1;2;4;1;4;1
1519;1;4;2;1;3;1
1520;2;4;4;1;4;1
1521;2;4;4;3;4;1
1523;1;4;4;1;3;1
1538;1;4;2;1;1;1
1539;2;2;4;3;1;1
1543;1;3;4;3;2;1
1548;1;2;3;3;1;1
1569;1;2;2;2;2;1
1572;1;2;4;3;2;1
1573;1;2;3;1;3;1
1579;1;2;4;1;3;1
1583;0;2;3;1;1;1
1587;1;2;3;3;1;1
1596;1;3;3;1;3;1
1618;1;2;4;1;1;1
1619;1;2;3;1;1;1
1624;1;4;2;1;3;1
1628;1;2;3;3;3;1
1632;1;2;3;1;1;1
1635;1;2;2;3;3;1
1637;1;2;4;2;2;1
1638;1;2;4;1;3;1
1640;1;2;3;1;1;1
1642;0;2;2;1;2;1
1646;1;2;4;1;4;1
1653;1;4;4;3;4;1
1656;1;3;3;3;1;1
1664;1;2;3;1;4;1
1667;1;2;2;1;4;1
1682;1;4;4;1;2;1
1685;0;2;3;3;2;1
1687;0;4;4;3;4;1
1688;1;4;4;3;1;1
1701;1;2;3;1;4;1
1703;1;4;4;1;4;1
1704;1;4;2;3;2;1
1708;1;2;3;3;2;1
1709;1;2;3;1;1;1
1710;1;4;3;1;3;1
1711;1;4;4;1;2;1
1713;1;2;4;2;4;1
1718;1;4;2;1;4;1
1723;1;2;3;1;3;1
1725;1;3;4;1;3;1
1730;1;2;3;2;3;1
1731;1;4;4;3;2;1
1737;1;2;3;1;2;1
1751;1;4;4;1;1;1
1753;1;2;3;1;3;1
1756;1;2;4;1;2;1
1769;2;2;4;2;3;1
1771;0;4;3;1;4;1
1772;2;4;3;1;1;1
1784;1;4;3;1;3;1
1791;1;3;4;1;1;1
1792;1;4;3;3;1;1
1801;1;2;2;2;4;1
1806;0;2;4;1;1;1
1808;1;2;4;4;4;1
1809;0;2;4;1;2;1
1818;1;2;4;1;1;1
1820;1;2;3;1;1;1
1836;1;2;2;1;4;1
1839;0;4;2;1;4;1
1843;1;2;3;2;4;1
1845;1;2;4;1;4;1
1846;1;4;4;1;1;1
1847;1;2;4;1;3;1
1851;1;4;3;1;2;1
1861;1;2;3;3;3;1
1862;0;4;3;4;2;1
1867;1;2;4;1;3;1
1870;1;2;3;3;1;1
1878;1;2;4;1;2;1
1880;1;2;4;1;1;1
1892;1;2;2;1;3;1
1895;1;2;3;1;4;1
1907;1;2;4;3;1;1
1908;1;2;4;1;2;1
1927;1;2;3;2;4;1
1932;1;2;4;1;2;1
1935;1;2;4;3;2;1
1936;1;4;3;1;2;1
1938;1;2;2;1;1;1
1943;0;2;4;3;4;1
1950;0;2;2;1;2;1
1956;1;4;4;1;2;1
1961;1;3;4;3;4;1
1969;1;2;4;1;3;1
1970;1;2;2;3;4;1
1980;1;2;3;3;4;1
1983;1;2;3;1;3;1
1987;1;2;3;2;1;1
1995;1;2;4;4;4;1
2001;1;2;4;1;4;1
2010;1;2;3;1;1;1
2012;1;2;4;1;1;1
2018;1;2;4;3;2;1
2024;1;2;2;1;3;1
2030;1;2;4;1;2;1
2043;1;4;2;1;2;1
2071;1;3;4;3;2;1
2074;1;4;4;3;3;1
2078;1;2;3;1;4;1
2083;1;2;2;1;2;1
2088;1;2;3;1;4;1
2093;2;2;4;1;4;1
2106;0;2;4;1;2;1
2108;1;2;2;1;2;1
2117;1;2;4;1;2;1
2121;1;3;4;3;1;1
2122;1;2;3;1;1;1
2126;1;2;2;1;1;1
2127;1;2;4;3;3;1
2134;1;2;4;3;1;1
2136;1;2;4;1;3;1
2141;1;2;3;3;2;1
2146;1;4;4;4;2;1
2163;1;2;2;1;3;1
2167;1;2;3;1;2;1
2180;1;4;3;1;2;1
2196;1;4;4;1;1;1
2201;1;2;3;3;1;1
2216;2;2;3;1;1;1
2224;2;2;3;3;4;1
2225;0;3;4;2;2;1
2231;1;2;3;1;2;1
2232;0;2;3;2;1;1
2233;2;2;4;1;4;1
2234;1;4;3;1;3;1
2243;1;4;3;1;4;1
2244;1;4;4;1;2;1
2245;2;4;3;3;1;1
2246;1;2;2;1;3;1
2285;1;2;4;2;1;1
2287;1;2;3;1;2;1
2328;1;3;2;1;4;1
2329;1;2;4;4;2;1
2338;0;2;4;1;2;1
2340;1;2;3;2;2;1
2342;1;2;4;2;2;1
2343;1;2;3;1;1;1
2358;1;2;4;3;4;1
2372;1;2;4;1;2;1
2384;1;4;3;3;2;1
2391;1;2;4;3;3;1
2409;1;4;4;1;1;1
2413;2;2;3;1;4;1
2417;1;4;3;3;1;1
2446;1;2;2;3;1;1
2450;1;3;4;3;2;1
2454;1;2;4;3;3;1
2456;1;4;4;3;3;1
2459;0;2;3;1;1;1
2467;1;2;3;1;1;1
2472;0;2;4;3;1;1
2493;1;2;4;1;3;1
2500;1;3;4;1;1;1
2503;1;2;4;1;3;1
2525;1;2;4;3;1;1
2538;1;2;3;3;4;1
2541;1;2;3;3;2;1
2544;2;2;4;1;2;1
2550;1;3;3;3;1;1
2557;1;2;4;3;2;1
2570;1;2;2;2;1;1
2572;1;2;3;1;2;1
2585;2;2;4;1;1;1
2586;1;2;4;1;3;1
2591;1;4;4;3;2;1
2602;1;2;4;1;2;1
2624;1;4;4;1;2;1
2626;1;2;4;1;4;1
2631;1;2;3;1;1;1
2640;1;2;3;2;1;1
2652;1;2;4;3;1;1
2655;1;2;3;3;2;1
2685;1;2;4;1;2;1
2707;2;2;3;1;1;1
2718;1;2;3;2;1;1
2721;1;2;3;3;1;1
2732;1;2;3;3;3;1
2739;1;2;2;1;1;1
2740;0;2;2;3;1;1
2751;1;2;4;2;2;1
2756;1;4;3;1;2;1
2767;0;2;3;1;2;1
2775;1;2;3;2;1;1
2799;1;2;3;1;2;1
2806;1;2;3;3;1;1
2810;1;2;2;3;2;1
2811;1;2;4;2;3;1
2845;1;2;3;3;2;1
2852;1;4;3;3;1;1
2863;1;2;2;1;4;1
2871;1;2;4;3;2;1
2875;2;4;4;3;2;1
2891;1;2;4;2;2;1
2904;0;2;2;3;1;1
2914;1;2;4;1;1;1
2915;1;2;4;3;1;1
2945;1;3;2;3;2;1
2951;1;2;4;1;3;1
2965;1;2;3;2;4;1
2987;1;2;3;2;1;1
2994;2;2;3;3;1;1
2996;1;2;3;3;1;1
3020;1;2;4;3;2;1
3021;1;2;3;1;2;1
3039;1;2;2;1;2;1
3040;1;2;3;3;1;1
3041;1;1;2;1;2;1
3050;1;2;4;1;4;1
3059;1;4;4;3;1;1
3066;1;3;3;3;2;1
3074;1;2;4;3;1;1
3075;1;2;2;1;1;1
3078;1;2;3;1;4;1
3084;1;4;4;1;1;1
3110;1;2;4;1;1;1
3126;1;2;3;3;4;1
3133;1;2;3;1;2;1
3139;1;3;4;1;4;1
3140;1;2;3;3;1;1
3156;1;2;4;3;3;1
3158;1;2;3;1;1;1
3209;1;4;3;1;2;1
3218;1;4;3;2;2;1
3232;1;2;4;3;3;1
3240;1;4;4;3;3;1
3246;1;2;4;2;3;1
3267;1;2;3;1;1;1
3280;1;3;3;3;2;1
3288;0;1;2;1;1;1
3301;2;2;4;3;3;1
3321;1;2;3;1;1;1
3338;1;2;3;1;4;1
3371;0;2;2;3;4;1
3413;1;2;4;3;1;1
3420;1;2;4;2;1;1
3421;1;2;2;3;1;1
3422;1;2;3;2;1;1
3427;2;4;4;3;2;1
3486;1;4;4;3;2;1
3493;1;2;4;2;4;1
3522;1;3;3;3;1;1
3530;1;2;4;1;2;1
3533;1;2;1;2;3;1
3541;1;2;2;1;1;1
3547;1;2;3;1;3;1
3551;1;4;4;1;1;1
3558;1;2;3;3;2;1
3569;1;2;4;3;4;1
3597;1;2;3;1;3;1
3610;1;2;2;3;1;1
3626;1;2;3;3;2;1
3635;1;2;3;1;4;1
3639;1;2;3;3;2;1
3666;1;2;4;3;4;1
3671;1;2;4;1;4;1
3689;1;2;3;1;4;1
3699;1;2;3;3;1;1
3703;1;2;4;1;1;1
3712;1;2;3;1;1;1
3756;1;3;4;1;1;1
3758;1;2;4;1;4;1
3792;2;2;4;3;2;1
3795;1;3;4;4;2;1
3811;1;2;4;1;1;1
3818;1;4;3;2;3;1
3822;1;2;3;3;3;1
3823;1;4;3;3;3;1
3825;1;2;4;2;3;1
3840;0;2;3;1;1;1
3846;1;4;3;3;3;1
3894;1;2;4;3;2;1
3902;1;2;2;2;1;1
3913;0;4;4;3;1;1
3914;2;4;3;2;3;1
3945;1;2;4;3;3;1
3971;0;2;3;1;4;1
3974;1;4;4;1;3;1
3983;1;2;4;3;4;1
4024;1;2;4;2;4;1
4028;2;2;4;1;4;1
4047;1;2;2;2;1;1
4049;1;2;4;1;2;1
4098;1;2;3;2;4;1
4136;1;3;4;3;3;1
4163;2;2;2;3;1;1
4198;1;2;2;2;4;1
4200;1;2;3;1;3;1
4208;1;2;3;3;2;1
4226;1;3;4;3;4;1
4250;1;2;3;1;3;1
4263;1;2;3;1;4;1
4273;1;2;3;1;3;1
4292;1;4;3;3;2;1
4305;1;2;3;3;1;1
4316;1;2;3;1;4;1
4354;1;3;2;2;4;1
4382;0;2;3;1;3;1
4387;1;2;4;3;2;1
4415;1;2;2;1;1;1
4423;1;4;3;3;2;1
4451;1;2;4;3;4;1
4454;2;3;4;3;4;1
4487;1;2;3;3;4;1
4488;1;4;4;3;2;1
4495;1;2;3;1;4;1
4496;1;4;2;3;2;1
4501;0;2;4;1;1;1
4509;1;2;4;3;4;1
4516;0;2;4;2;2;1
4526;0;4;4;3;2;1
4530;1;4;3;1;3;1
4548;1;2;4;3;4;1
4566;1;2;3;3;2;1
4575;1;2;4;1;3;1
4587;1;2;3;3;2;1
4591;1;2;3;1;1;1
4592;1;2;4;2;2;1
4593;1;4;4;3;3;1
4599;1;2;3;2;1;1
4607;1;3;4;1;2;1
4611;1;2;4;1;3;1
4618;1;2;3;1;3;1
4621;1;2;2;1;1;1
4625;1;2;4;1;3;1
4631;1;2;3;1;4;1
4640;1;2;4;1;4;1
4652;1;2;4;2;4;1
4663;1;2;2;1;4;1
4672;1;4;4;3;2;1
4700;1;2;3;1;1;1
4713;1;2;3;3;1;1
4752;1;4;3;1;4;1
4760;1;2;3;3;4;1
4765;1;2;4;2;2;1
4773;0;2;4;1;4;1
4780;1;3;4;1;4;1
4782;1;2;2;1;4;1
4819;1;2;3;4;1;1
4842;1;3;4;3;2;1
4844;2;3;4;3;2;1
4846;1;2;3;2;3;1
4848;1;2;4;2;1;1
4855;1;2;4;1;2;1
4873;1;2;2;1;3;1
4875;1;4;3;3;1;1
4892;1;2;3;1;1;1
4896;1;2;4;3;4;1
4907;1;3;4;3;2;1
4924;1;2;2;1;2;1
4939;1;4;4;2;1;1
4945;1;4;4;1;2;1
4947;2;2;3;3;4;1
4953;1;4;3;3;4;1
4961;1;4;3;2;1;1
4989;1;2;3;1;1;1
4994;2;2;3;3;3;1
5011;2;2;4;4;3;1
5016;1;2;4;3;3;1
5024;1;2;3;3;1;1
5042;1;2;3;3;2;1
5051;1;2;3;3;2;1
5052;1;2;4;2;2;1
5056;1;2;4;3;3;1
5058;1;2;3;3;4;1
5071;1;2;3;1;4;1
5075;1;4;3;3;4;1
5077;1;2;3;1;4;1
5087;1;2;3;1;3;1
5111;1;3;4;3;2;1
5129;1;2;4;3;3;1
5140;0;2;3;4;2;1
5157;1;2;4;3;4;1
5162;1;3;3;3;1;1
5180;0;2;4;2;4;1
5250;1;2;4;2;4;1
5266;0;2;2;3;4;1
5283;1;4;3;1;4;1
5297;1;3;2;1;3;1
5300;1;2;4;3;2;1
5308;1;2;3;1;3;1
5312;2;2;4;1;4;1
5315;1;2;3;1;3;1
5318;1;2;3;2;3;1
5331;1;2;3;5;4;1
5380;0;4;3;3;3;1
5386;1;2;3;4;3;1
5430;1;2;2;1;4;1
5439;1;2;4;1;2;1
5443;1;2;4;1;2;1
5444;2;2;4;1;1;1
5456;1;2;4;3;1;1
5458;1;2;4;1;4;1
5469;1;2;4;1;4;1
5493;1;3;3;3;2;1
5543;1;2;4;1;1;1
5568;0;2;3;2;3;1
5573;1;4;4;2;2;1
5577;1;4;3;3;2;1
5585;1;2;4;3;1;1
5595;1;4;3;2;3;1
5605;1;2;4;1;3;1
5611;1;2;4;1;4;1
5613;1;3;4;3;3;1
5650;1;2;4;2;1;1
5659;1;2;3;3;2;1
5673;1;2;4;1;3;1
5679;1;4;3;2;1;1
5689;1;2;4;1;4;1
5690;1;2;4;1;4;1
5711;1;2;4;1;4;1
5717;1;2;4;2;2;1
5735;2;2;4;3;2;1
5751;2;2;3;1;3;1
5759;1;3;3;2;2;1
5764;0;2;4;1;1;1
5771;1;2;4;3;2;1
5783;0;2;4;1;2;1
5787;1;2;4;3;1;1
5801;2;2;2;3;3;1
5821;1;2;4;3;4;1
5866;1;2;3;1;1;1
5879;1;2;4;1;4;1
5882;1;2;3;2;1;1
5888;1;2;3;1;4;1
5894;1;2;3;3;4;1
5911;2;2;3;3;1;1
5916;1;2;3;1;1;1
5919;1;2;3;4;1;1
5949;1;4;3;3;1;1
5956;1;3;3;1;3;1
5963;1;2;4;1;1;1
5988;1;3;2;2;2;1
5992;1;3;4;1;3;1
5995;1;4;4;3;2;1
6002;1;3;4;3;4;1
6022;1;4;4;1;1;1
6023;1;2;4;3;2;1
6041;0;3;3;1;1;1
6054;0;4;3;1;2;1
6057;1;3;3;2;3;1
6070;1;2;3;3;3;1
6086;1;4;4;1;2;1
6115;0;2;4;1;4;1
6116;1;4;4;3;4;1
6120;0;4;4;1;4;1
6121;1;2;3;2;2;1
6145;1;2;2;1;1;1
6169;1;2;3;3;1;1
6170;1;2;3;1;4;1
6215;1;2;4;3;2;1
6218;1;2;4;3;4;1
6222;1;2;4;3;2;1
6225;2;4;4;1;4;1
6233;1;4;4;1;2;1
6244;1;2;4;1;4;1
6274;2;2;4;1;1;1
6292;1;2;3;3;2;1
6296;0;2;3;1;2;1
6314;2;2;4;1;1;1
6317;1;2;4;3;4;1
6338;1;4;2;1;4;1
6341;1;2;4;1;4;1
6343;1;2;3;2;1;1
6347;1;2;4;1;3;1
6351;1;3;3;2;2;1
6353;1;3;4;3;2;1
6363;1;4;4;3;3;1
6399;1;2;4;1;2;1
6401;1;4;2;2;2;1
6408;1;4;2;1;1;1
6414;1;4;3;1;3;1
6415;1;2;4;1;4;1
6432;1;2;4;1;4;1
6455;1;2;4;1;4;1
6492;1;2;3;1;1;1
6503;1;2;3;1;1;1
6511;1;2;4;1;4;1
6512;1;2;2;1;2;1
6513;1;1;3;1;2;1
6534;1;2;2;1;4;1
6546;1;2;4;1;4;1
6596;1;2;2;3;1;1
6601;0;2;3;1;4;1
6608;1;2;4;3;3;1
6631;1;2;3;2;2;1
6640;1;3;3;3;1;1
6654;2;2;4;3;2;1
6707;1;2;3;3;1;1
6725;1;2;4;1;3;1
6756;2;3;2;3;2;1
6760;1;4;3;4;1;1
6769;1;4;3;1;3;1
6771;2;4;3;2;1;1
6794;1;1;1;1;1;1
6804;2;2;4;1;4;1
6822;1;2;3;1;2;1
6828;1;2;4;1;2;1
6836;1;2;3;3;3;1
6846;1;2;4;3;2;1
6848;1;3;4;1;4;1
6854;1;2;2;2;3;1
6858;1;2;4;1;3;1
6863;1;4;2;3;3;1
6868;1;2;4;1;4;1
6871;1;2;4;3;1;1
6878;1;2;4;4;2;1
6879;0;3;4;3;4;1
6887;1;2;4;1;3;1
6888;1;4;3;3;2;1
6902;1;2;3;1;4;1
6904;1;2;2;1;3;1
6935;1;2;4;1;2;1
6945;1;4;3;1;4;1
6950;0;3;2;1;1;1
6951;1;2;4;3;1;1
6961;0;2;3;1;3;1
6963;0;3;3;3;3;1
6973;1;2;2;1;3;1
6987;1;2;4;1;3;1
6990;0;2;4;3;2;1
6991;2;4;4;3;3;1
7001;1;2;3;3;3;1
7022;1;2;3;1;3;1
7043;1;4;2;3;2;1
7050;1;2;4;1;4;1
7052;2;4;4;1;4;1
7067;1;2;4;1;3;1
7068;0;2;3;3;4;1
7077;2;2;2;1;1;1
7093;0;2;4;3;2;1
7100;1;2;4;1;4;1
7139;1;2;3;1;3;1
7156;1;2;3;2;3;1
7167;1;2;2;1;4;1
7172;1;2;2;1;1;1
7177;1;2;3;3;1;1
7195;2;2;4;4;3;1
7202;1;2;3;1;4;1
7207;1;2;3;3;4;1
7212;1;3;3;3;1;1
7214;1;2;4;3;1;1
7236;1;2;2;2;3;1
7241;1;2;3;1;1;1
7255;1;2;4;1;4;1
7264;0;2;4;3;4;1
7270;1;2;4;1;4;1
7272;1;4;3;3;2;1
7307;1;2;4;1;1;1
7310;2;2;3;1;1;1
7313;0;2;4;3;4;1
7320;2;2;4;3;1;1
7322;0;2;3;2;4;1
7324;0;2;3;3;2;1
7332;1;2;4;2;4;1
7341;1;4;4;1;1;1
7345;2;3;4;3;2;1
7352;2;2;4;1;4;1
7364;1;3;4;3;1;1
7401;1;4;4;3;1;1
7460;2;2;4;3;2;1
7463;1;2;4;2;2;1
7470;1;2;2;1;3;1
7473;1;2;3;1;4;1
7493;1;4;3;3;1;1
7502;1;2;3;3;1;1
7507;1;2;3;3;4;1
7522;2;4;3;3;1;1
7555;1;2;4;1;4;1
7568;1;2;4;1;3;1
7573;1;2;4;1;3;1
7581;1;2;4;3;1;1
7588;1;2;3;1;1;1
7602;1;2;4;3;4;1
7603;2;2;2;3;1;1
7612;1;2;4;1;3;1
7626;1;2;3;3;2;1
7632;1;2;4;5;2;1
7635;1;3;3;3;2;1
7637;1;2;4;2;3;1
7640;1;3;3;3;4;1
7687;1;2;4;1;3;1
7699;1;2;3;1;2;1
7749;1;2;2;3;2;1
7763;1;2;3;3;2;1
7772;2;2;4;1;4;1
7774;1;2;3;1;3;1
7785;1;2;4;3;3;1
7813;0;4;4;3;3;1
7825;1;2;3;3;2;1
7831;1;2;4;1;3;1
7837;1;2;4;2;1;1
7887;1;4;4;3;4;1
7888;1;2;4;2;1;1
7893;1;2;4;1;4;1
7906;1;2;3;1;2;1
7944;1;3;3;3;1;1
7975;0;2;4;1;4;1
7985;0;2;4;2;4;1
8011;0;2;3;2;4;1
8018;1;2;4;3;2;1
8023;1;2;4;1;1;1
8031;2;2;3;3;2;1
8037;1;2;4;1;1;1
8041;1;2;3;3;4;1
8054;1;2;4;3;1;1
8055;1;4;4;3;2;1
8059;1;2;3;1;2;1
8062;1;2;2;1;3;1
8080;2;2;3;1;4;1
8087;1;4;4;3;1;1
8088;1;3;4;1;3;1
8104;1;2;4;2;1;1
8106;2;2;4;3;1;1
8120;1;2;4;1;4;1
8125;1;2;4;3;2;1
8128;1;2;4;1;2;1
8136;2;2;3;3;1;1
8151;1;4;4;1;4;1
8154;1;2;3;1;1;1
8157;1;2;4;2;2;1
8186;1;2;3;3;2;1
8208;1;2;3;1;4;1
8230;1;4;3;3;4;1
8243;1;2;4;3;3;1
8247;1;2;3;1;3;1
8252;1;2;3;1;1;1
8253;1;2;4;1;4;1
8269;1;2;3;1;1;1
8280;1;2;2;1;4;1
8311;1;2;2;1;3;1
8318;1;2;3;1;3;1
8350;1;3;4;3;1;1
8366;0;2;3;3;2;1
8370;1;4;3;3;4;1
8372;1;2;2;3;1;1
8392;1;4;3;3;1;1
8397;1;2;4;3;4;1
8428;0;2;4;1;4;1
8437;1;2;3;1;2;1
8473;2;4;4;1;1;1
8487;1;3;4;3;1;1
8488;1;3;2;1;4;1
8528;1;2;4;3;4;1
8551;1;2;4;2;2;1
8556;0;2;4;1;3;1
8563;1;3;4;3;4;1
8577;1;2;2;3;1;1
8602;1;2;4;1;4;1
8613;1;2;3;3;2;1
8617;1;2;2;1;4;1
8619;1;2;4;4;3;1
8627;1;2;4;2;4;1
8629;1;3;3;4;4;1
8633;1;4;3;3;3;1
8653;1;2;4;1;4;1
8669;2;2;4;4;1;1
8691;0;3;3;4;1;1
8706;1;2;2;3;1;1
8714;1;4;3;3;3;1
8721;2;2;3;1;4;1
8731;1;4;4;1;4;1
8740;1;2;2;3;4;1
8745;1;4;4;1;2;1
8751;1;3;3;3;2;1
8754;0;2;3;1;3;1
8771;1;4;4;1;4;1
8773;1;2;4;1;1;1
8774;1;2;4;3;4;1
8798;1;2;4;1;1;1
8802;1;3;4;3;3;1
8804;1;4;3;2;3;1
8819;1;2;4;3;2;1
8825;1;2;4;1;2;1
8828;1;2;2;3;1;1
8838;2;2;4;1;2;1
8844;1;2;2;1;1;1
8858;1;2;3;1;4;1
8873;1;2;4;3;2;1
8879;1;4;3;3;2;1
8881;2;2;4;3;4;1
8885;1;2;3;3;1;1
8887;1;2;3;1;2;1
8908;0;0;0;0;0;1
8909;1;2;3;1;1;1
8910;1;2;4;1;4;1
8914;1;4;3;1;1;1
8921;1;4;3;3;1;1
